route_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
308-624,308,"Toombul - Chermside Loop",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/308,71BF5B,000000
308-652,308,"Toombul - Chermside Loop",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/308,71BF5B,000000
310-491,310,"Brighton - City Express",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/310,71BF5B,000000
310-624,310,"Brighton - City Express",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/310,71BF5B,000000
310-652,310,"Brighton - City Express",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/310,71BF5B,000000
310-659,310,"Brighton - City Express",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/310,71BF5B,000000
311-491,311,"Brighton - Sandgate (Community Bus 1)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/311,71BF5B,000000
311-659,311,"Brighton - Sandgate (Community Bus 1)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/311,71BF5B,000000
312-491,312,"Sandgate - Brighton (Community Bus 2)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/312,71BF5B,000000
312-659,312,"Sandgate - Brighton (Community Bus 2)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/312,71BF5B,000000
313-491,313,"Shorncliffe (Community Bus)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/313,71BF5B,000000
313-659,313,"Shorncliffe (Community Bus)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/313,71BF5B,000000
314-491,314,"Sandgate - Deagon & Shorncliffe (Community Bus)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/314,71BF5B,000000
314-659,314,"Sandgate - Deagon & Shorncliffe (Community Bus)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/314,71BF5B,000000
3189-647,3189,"Pimpama Colleges (School)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/3189,71BF5B,000000
320-624,320,"Chermside - City via Wavell Heights",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/320,71BF5B,000000
320-652,320,"Chermside - City via Wavell Heights",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/320,71BF5B,000000
321-624,321,"Toombul - City via Kalinga",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/321,71BF5B,000000
321-652,321,"Toombul - City via Kalinga",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/321,71BF5B,000000
322-624,322,"Chermside - City via Toombul",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/322,71BF5B,000000
322-652,322,"Chermside - City via Toombul",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/322,71BF5B,000000
325-624,325,"Boondall - City Express",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/325,71BF5B,000000
325-652,325,"Boondall - City Express",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/325,71BF5B,000000
326-491,326,"Bracken Ridge - Toombul via Sandgate, Geebung",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/326,71BF5B,000000
326-659,326,"Bracken Ridge - Toombul via Sandgate, Geebung",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/326,71BF5B,000000
327-491,327,"Strathpine - Bracken Ridge & Toombul",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/327,71BF5B,000000
327-659,327,"Strathpine - Bracken Ridge & Toombul",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/327,71BF5B,000000
329-624,329,"Bracken Ridge - Carseldine via Lacey Road",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/329,71BF5B,000000
329-652,329,"Bracken Ridge - Carseldine via Lacey Road",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/329,71BF5B,000000
330-624,330,"Bracken Ridge - City Express",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/330,71BF5B,000000
330-652,330,"Bracken Ridge - City Express",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/330,71BF5B,000000
333-624,333,"Chermside - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/333,71BF5B,000000
333-652,333,"Chermside - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/333,71BF5B,000000
334-624,334,"Chermside - City via Kedron",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/334,71BF5B,000000
334-652,334,"Chermside - City via Kedron",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/334,71BF5B,000000
335-624,335,"Sandgate - City Express via Kirby Road",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/335,71BF5B,000000
335-652,335,"Sandgate - City Express via Kirby Road",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/335,71BF5B,000000
336-624,336,"Chermside Clockwise Loop",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/336,71BF5B,000000
336-652,336,"Chermside Clockwise Loop",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/336,71BF5B,000000
337-624,337,"Chermside Anti-Clockwise Loop",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/337,71BF5B,000000
337-652,337,"Chermside Anti-Clockwise Loop",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/337,71BF5B,000000
338-624,338,"Strathpine - Chermside",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/338,71BF5B,000000
338-652,338,"Strathpine - Chermside",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/338,71BF5B,000000
340-624,340,"Carseldine - Woolloongabba Express via City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/340,71BF5B,000000
340-652,340,"Carseldine - Woolloongabba Express via City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/340,71BF5B,000000
345-624,345,"Aspley - City Express via Maundrell Terrace",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/345,71BF5B,000000
345-652,345,"Aspley - City Express via Maundrell Terrace",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/345,71BF5B,000000
346-624,346,"Aspley - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/346,71BF5B,000000
346-652,346,"Aspley - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/346,71BF5B,000000
350-624,350,"Aspley - City Express via Bridgeman Downs",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/350,71BF5B,000000
350-652,350,"Aspley - City Express via Bridgeman Downs",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/350,71BF5B,000000
351-624,351,"Aspley - City Rocket via Bridgeman Downs",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/351,71BF5B,000000
351-652,351,"Aspley - City Rocket via Bridgeman Downs",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/351,71BF5B,000000
352-624,352,"McDowall - City Express",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/352,71BF5B,000000
352-652,352,"McDowall - City Express",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/352,71BF5B,000000
353-624,353,"Chermside - City via McDowall",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/353,71BF5B,000000
353-652,353,"Chermside - City via McDowall",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/353,71BF5B,000000
354-624,354,"Mitchelton - Chermside",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/354,71BF5B,000000
354-652,354,"Mitchelton - Chermside",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/354,71BF5B,000000
357-624,357,"Brendale - City Express",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/357,71BF5B,000000
357-652,357,"Brendale - City Express",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/357,71BF5B,000000
359-624,359,"Eatonvale - City Express via Albany Village",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/359,71BF5B,000000
359-652,359,"Eatonvale - City Express via Albany Village",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/359,71BF5B,000000
360-624,360,"Brookside - City via Everton Park",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/360,71BF5B,000000
360-652,360,"Brookside - City via Everton Park",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/360,71BF5B,000000
361-624,361,"Mitchelton - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/361,71BF5B,000000
361-652,361,"Mitchelton - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/361,71BF5B,000000
362-624,362,"The Gap - Mitchelton",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/362,71BF5B,000000
362-652,362,"The Gap - Mitchelton",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/362,71BF5B,000000
363-624,363,"Herston - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/363,71BF5B,000000
363-652,363,"Herston - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/363,71BF5B,000000
364-624,364,"Herston - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/364,71BF5B,000000
364-652,364,"Herston - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/364,71BF5B,000000
367-624,367,"Upper Kedron - Ferny Grove",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/367,71BF5B,000000
367-652,367,"Upper Kedron - Ferny Grove",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/367,71BF5B,000000
369-624,369,"Mitchelton - Toombul via Stafford",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/369,71BF5B,000000
369-652,369,"Mitchelton - Toombul via Stafford",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/369,71BF5B,000000
370-624,370,"City - Chermside",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/370,71BF5B,000000
370-652,370,"City - Chermside",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/370,71BF5B,000000
372-624,372,"Ashgrove - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/372,71BF5B,000000
372-652,372,"Ashgrove - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/372,71BF5B,000000
373-624,373,"Ashgrove - City via Ashgrove Avenue",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/373,71BF5B,000000
373-652,373,"Ashgrove - City via Ashgrove Avenue",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/373,71BF5B,000000
375-624,375,"Bardon - Stafford via City/Valley",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/375,71BF5B,000000
375-652,375,"Bardon - Stafford via City/Valley",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/375,71BF5B,000000
376-624,376,"Stafford - City Express",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/376,71BF5B,000000
376-652,376,"Stafford - City Express",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/376,71BF5B,000000
377-624,377,"Ashgrove - City via Kennedy Terrace",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/377,71BF5B,000000
377-652,377,"Ashgrove - City via Kennedy Terrace",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/377,71BF5B,000000
378-624,378,"Ashgrove - City via Arthur Terrace",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/378,71BF5B,000000
378-652,378,"Ashgrove - City via Arthur Terrace",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/378,71BF5B,000000
379-624,379,"Grange/Ashgrove - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/379,71BF5B,000000
379-652,379,"Grange/Ashgrove - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/379,71BF5B,000000
380-624,380,"The Gap - City via Hilder Road",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/380,71BF5B,000000
380-652,380,"The Gap - City via Hilder Road",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/380,71BF5B,000000
381-624,381,"The Gap - City via Payne Road",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/381,71BF5B,000000
381-652,381,"The Gap - City via Payne Road",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/381,71BF5B,000000
382-624,382,"The Gap - City Rocket via Settlement Road",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/382,71BF5B,000000
382-652,382,"The Gap - City Rocket via Settlement Road",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/382,71BF5B,000000
383-624,383,"The Gap - City Rocket via Payne Road",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/383,71BF5B,000000
383-652,383,"The Gap - City Rocket via Payne Road",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/383,71BF5B,000000
385-624,385,"The Gap - City Express",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/385,71BF5B,000000
385-652,385,"The Gap - City Express",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/385,71BF5B,000000
390-624,390,"Mitchelton - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/390,71BF5B,000000
390-652,390,"Mitchelton - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/390,71BF5B,000000
393-624,393,"Teneriffe Ferry - RBWH Loop",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/393,71BF5B,000000
393-652,393,"Teneriffe Ferry - RBWH Loop",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/393,71BF5B,000000
396-624,396,"Mitchelton - Arana Hills",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/396,71BF5B,000000
396-652,396,"Mitchelton - Arana Hills",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/396,71BF5B,000000
397-624,397,"Ferny Grove - Mitchelton",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/397,71BF5B,000000
397-652,397,"Ferny Grove - Mitchelton",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/397,71BF5B,000000
398-624,398,"Mitchelton - Ferny Grove",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/398,71BF5B,000000
398-652,398,"Mitchelton - Ferny Grove",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/398,71BF5B,000000
399-345,399,"Samford - Ferny Grove Station (Hail & Ride)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/399,71BF5B,000000
402-652,402,"Toowong - University of Qld",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/402,71BF5B,000000
411-624,411,"Uni of Qld - City via Hawken Drive",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/411,71BF5B,000000
411-652,411,"Uni of Qld - City via Hawken Drive",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/411,71BF5B,000000
412-624,412,"Uni of Qld - City Express",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/412,71BF5B,000000
412-652,412,"Uni of Qld - City Express",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/412,71BF5B,000000
414-624,414,"Indooroopilly - Uni of Qld via Taringa",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/414,71BF5B,000000
414-652,414,"Indooroopilly - Uni of Qld via Taringa",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/414,71BF5B,000000
415-624,415,"Indooroopilly - City via Taringa",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/415,71BF5B,000000
415-652,415,"Indooroopilly - City via Taringa",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/415,71BF5B,000000
416-624,416,"Duke Street - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/416,71BF5B,000000
416-652,416,"Duke Street - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/416,71BF5B,000000
417-624,417,"Long Pocket - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/417,71BF5B,000000
417-652,417,"Long Pocket - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/417,71BF5B,000000
425-624,425,"Chapel Hill - City Express",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/425,71BF5B,000000
425-652,425,"Chapel Hill - City Express",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/425,71BF5B,000000
427-624,427,"Chapel Hill - Uni of Qld Express",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/427,71BF5B,000000
427-652,427,"Chapel Hill - Uni of Qld Express",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/427,71BF5B,000000
428-624,428,"Chapel Hill - Uni of Qld",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/428,71BF5B,000000
428-652,428,"Chapel Hill - Uni of Qld",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/428,71BF5B,000000
430-624,430,"Fig Tree Pocket - City Express",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/430,71BF5B,000000
430-652,430,"Fig Tree Pocket - City Express",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/430,71BF5B,000000
431-624,431,"Kenmore South - City Rocket",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/431,71BF5B,000000
431-652,431,"Kenmore South - City Rocket",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/431,71BF5B,000000
432-624,432,"Kenmore - Uni of Qld Express",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/432,71BF5B,000000
432-652,432,"Kenmore - Uni of Qld Express",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/432,71BF5B,000000
433-624,433,"Kenmore South - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/433,71BF5B,000000
433-652,433,"Kenmore South - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/433,71BF5B,000000
435-624,435,"Brookfield - City Express",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/435,71BF5B,000000
435-652,435,"Brookfield - City Express",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/435,71BF5B,000000
444-624,444,"Moggill - City Express",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/444,71BF5B,000000
444-652,444,"Moggill - City Express",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/444,71BF5B,000000
445-624,445,"Fig Tree Pocket - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/445,71BF5B,000000
445-652,445,"Fig Tree Pocket - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/445,71BF5B,000000
446-624,446,"Kenmore - City Rocket",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/446,71BF5B,000000
446-652,446,"Kenmore - City Rocket",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/446,71BF5B,000000
450-624,450,"Riverhills - City Express via Mt Ommaney",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/450,71BF5B,000000
450-652,450,"Riverhills - City Express via Mt Ommaney",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/450,71BF5B,000000
451-624,451,"Sinnamon Park - Darra Station",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/451,71BF5B,000000
451-652,451,"Sinnamon Park - Darra Station",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/451,71BF5B,000000
452-624,452,"Riverhills West - Darra Station",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/452,71BF5B,000000
452-652,452,"Riverhills West - Darra Station",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/452,71BF5B,000000
453-624,453,"Mt Ommaney - City Express",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/453,71BF5B,000000
453-652,453,"Mt Ommaney - City Express",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/453,71BF5B,000000
454-624,454,"Riverhills - City Express",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/454,71BF5B,000000
454-652,454,"Riverhills - City Express",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/454,71BF5B,000000
460-624,460,"Heathwood - City Express",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/460,71BF5B,000000
460-652,460,"Heathwood - City Express",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/460,71BF5B,000000
463-508,463,"Forest Lake Village - Goodna Station",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/463,71BF5B,000000
467-624,467,"Oxley Station - Mt Ommaney via Sinnamon Park",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/467,71BF5B,000000
467-652,467,"Oxley Station - Mt Ommaney via Sinnamon Park",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/467,71BF5B,000000
468-624,468,"Oxley Station - Indooroopilly",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/468,71BF5B,000000
468-652,468,"Oxley Station - Indooroopilly",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/468,71BF5B,000000
470-624,470,"Toowong - Teneriffe Ferry",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/470,71BF5B,000000
470-652,470,"Toowong - Teneriffe Ferry",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/470,71BF5B,000000
471-624,471,"Mt Coot-tha Lookout - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/471,71BF5B,000000
471-652,471,"Mt Coot-tha Lookout - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/471,71BF5B,000000
475-624,475,"Rainworth - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/475,71BF5B,000000
475-652,475,"Rainworth - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/475,71BF5B,000000
476-624,476,"Rainworth - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/476,71BF5B,000000
476-652,476,"Rainworth - City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/476,71BF5B,000000
500-508,500,"Riverlink Shopping Centre - Goodna Station",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/500,71BF5B,000000
502-508,502,"Bundamba - Riverlink via Blackstone",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/502,71BF5B,000000
503-508,503,"Bundamba - Riverlink via Eastern Heights",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/503,71BF5B,000000
506-508,506,"Riverlink Shopping Centre - Leichhardt & One Mile",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/506,71BF5B,000000
509-508,509,"Yamanto - Riverlink Shopping Centre",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/509,71BF5B,000000
512-508,512,"Brassall - Riverlink Shopping Centre",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/512,71BF5B,000000
514-508,514,"Tivoli - Booval Fair",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/514,71BF5B,000000
515-508,515,"Brassall - Yamanto & Willowbank",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/515,71BF5B,000000
522-508,522,"Orion Springfield Central - Goodna",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/522,71BF5B,000000
524-508,524,"Redbank Plains - Goodna Station",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/524,71BF5B,000000
525-508,525,"Collingwood Park - Redbank Station (Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/525,71BF5B,000000
526-508,526,"Redbank Station - Orion Springfield Central",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/526,71BF5B,000000
529-508,529,"Toogoolawah - Ipswich",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/529,71BF5B,000000
534-639,534,"Browns Plains - Orion Springfield Central",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/534,71BF5B,000000
539-179,539,"Helidon - Rosewood",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/539,71BF5B,000000
540-639,540,"Beaudesert - Browns Plains",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/540,71BF5B,000000
541-639,541,"Greenbank - Browns Plains via Boronia Heights",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/541,71BF5B,000000
542-639,542,"Browns Plains - Park Ridge",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/542,71BF5B,000000
543-639,543,"Browns Plains - Heritage Park",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/543,71BF5B,000000
545-639,545,"Browns Plains - Garden City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/545,71BF5B,000000
547-639,547,"Browns Plains - Woodridge",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/547,71BF5B,000000
550-597,550,"Springwood - Browns Plains",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/550,71BF5B,000000
551-597,551,"Brisbane City - Crestmead",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/551,71BF5B,000000
552-597,552,"Kingston - Hyperdome",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/552,71BF5B,000000
553-597,553,"Trinder Park - Beenleigh",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/553,71BF5B,000000
554-597,554,"Garden City - Logan Central",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/554,71BF5B,000000
555-597,555,"Brisbane City - Hyperdome",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/555,71BF5B,000000
560-597,560,"Browns Plains - Springwood",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/560,71BF5B,000000
561-597,561,"Brisbane City - Crestmead",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/561,71BF5B,000000
562-597,562,"Hyperdome - Beenleigh",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/562,71BF5B,000000
563-597,563,"Bethania Station - Logan Hyperdome",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/563,71BF5B,000000
564-597,564,"Loganholme - Bethania (Clockwise Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/564,71BF5B,000000
565-597,565,"Hyperdome - Windaroo",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/565,71BF5B,000000
566-597,566,"Brisbane City - Windaroo",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/566,71BF5B,000000
568-597,568,"Loganholme - Bethania (Anti-Clockwise Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/568,71BF5B,000000
570-597,570,"Hyperdome - Cornubia (Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/570,71BF5B,000000
571-597,571,"Brisbane City - Hyperdome",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/571,71BF5B,000000
572-597,572,"Springwood - Hyperdome",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/572,71BF5B,000000
573-597,573,"Brisbane City - Hyperdome",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/573,71BF5B,000000
574-597,574,"Hyperdome - Springwood",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/574,71BF5B,000000
575-597,575,"Brisbane City - Hyperdome via Daisy Hill",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/575,71BF5B,000000
576-597,576,"Garden City - Springwood",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/576,71BF5B,000000
577-597,577,"Brisbane City - Springwood",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/577,71BF5B,000000
578-597,578,"Springwood - Garden City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/578,71BF5B,000000
579-597,579,"Brisbane City - Springwood",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/579,71BF5B,000000
582-597,582,"Slacks Creek Park 'n' Ride - Springwood",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/582,71BF5B,000000
586-597,586,"Garden City - Springwood",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/586,71BF5B,000000
590-624,590,"Garden City - Toombul via Carindale",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/590,71BF5B,000000
590-652,590,"Garden City - Toombul via Carindale",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/590,71BF5B,000000
598-624,598,"Great Circle Line Anti-Clockwise",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/598,71BF5B,000000
598-652,598,"Great Circle Line Anti-Clockwise",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/598,71BF5B,000000
599-624,599,"Great Circle Line Clockwise",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/599,71BF5B,000000
599-652,599,"Great Circle Line Clockwise",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/599,71BF5B,000000
